exercise_name,muscular_group_name
Bent Over One-Arm Long Bar Row,biceps
Bent Over One-Arm Long Bar Row,lats
Bent Over One-Arm Long Bar Row,lower back
Bent Over One-Arm Long Bar Row,traps
Bent Over Two-Arm Long Bar Row,middle back
Bent Over Two-Arm Long Bar Row,biceps
Bent Over Two-Arm Long Bar Row,lats
Bent Over Two-Dumbbell Row,middle back
Bent Over Two-Dumbbell Row,biceps
Bent Over Two-Dumbbell Row,lats
Bent Over Two-Dumbbell Row,shoulders
Bent Press,abdominals
Bent Press,glutes
Bent Press,hamstrings
Bent Press,lower back
Bent Press,quadriceps
Bent Press,shoulders
Bent Press,triceps
"Bicycling, Stationary",quadriceps
"Bicycling, Stationary",calves
"Bicycling, Stationary",glutes
"Bicycling, Stationary",hamstrings
Board Press,triceps
Board Press,chest
Board Press,forearms
Board Press,lats
Board Press,shoulders
Body-Up,triceps
Body-Up,abdominals
Body-Up,forearms
Body Tricep Press,triceps
Bodyweight Mid Row,middle back
Bodyweight Mid Row,biceps
Bodyweight Mid Row,lats
Box Squat,quadriceps
Box Squat,adductors
Box Squat,calves
Box Squat,glutes
Box Squat,hamstrings
Box Squat,lower back
Brachialis-SMR,biceps
Butt Lift (Bridge),glutes
Butt Lift (Bridge),hamstrings
Cable Crunch,abdominals
Cable Hammer Curls - Rope Attachment,biceps
Cable Incline Pushdown,lats
Cable Incline Triceps Extension,triceps
Cable Iron Cross,chest
Cable Lying Triceps Extension,triceps
Cable One Arm Tricep Extension,triceps
Cable Preacher Curl,biceps
Cable Preacher Curl,forearms
Cable Rear Delt Fly,shoulders
Cable Rope Overhead Triceps Extension,triceps
Cable Rope Rear-Delt Rows,shoulders
Cable Rope Rear-Delt Rows,biceps
Cable Rope Rear-Delt Rows,middle back
Cable Shrugs,traps
Calf Stretch Hands Against Wall,calves
Calves-SMR,calves
Car Drivers,shoulders
Car Drivers,forearms
Chair Squat,quadriceps
Chair Squat,calves
Chair Squat,glutes
Chair Squat,hamstrings
Chest And Front Of Shoulder Stretch,chest
Chest And Front Of Shoulder Stretch,shoulders
Chest Stretch on Stability Ball,chest
Chin To Chest Stretch,neck
Chin To Chest Stretch,traps
Close-Grip Barbell Bench Press,triceps
Close-Grip Barbell Bench Press,chest
Close-Grip Barbell Bench Press,shoulders
Close-Grip Dumbbell Press,triceps
Close-Grip Dumbbell Press,chest
Close-Grip Dumbbell Press,shoulders
Close-Grip EZ-Bar Press,triceps
Close-Grip EZ-Bar Press,chest
Close-Grip EZ-Bar Press,shoulders
Close-Grip EZ Bar Curl,biceps
Close-Grip EZ Bar Curl,forearms
Close-Grip Push-Up off of a Dumbbell,triceps
Close-Grip Push-Up off of a Dumbbell,abdominals
Close-Grip Push-Up off of a Dumbbell,chest
Close-Grip Push-Up off of a Dumbbell,shoulders
Close-Grip Standing Barbell Curl,biceps
Close-Grip Standing Barbell Curl,forearms
Concentration Curls,biceps
Concentration Curls,forearms
Cross Body Hammer Curl,biceps
Cross Body Hammer Curl,forearms
Crunch - Legs On Exercise Ball,abdominals
Dead Bug,abdominals
Decline EZ Bar Triceps Extension,triceps
Deficit Deadlift,lower back
Deficit Deadlift,forearms
Deficit Deadlift,glutes
Deficit Deadlift,hamstrings
Deficit Deadlift,middle back
Deficit Deadlift,quadriceps
Deficit Deadlift,traps
Depth Jump Leap,quadriceps
Depth Jump Leap,abductors
Depth Jump Leap,adductors
Depth Jump Leap,calves
Depth Jump Leap,glutes
Depth Jump Leap,hamstrings
Dips - Chest Version,chest
Dips - Chest Version,shoulders
Dips - Chest Version,triceps
Dips - Triceps Version,triceps
Dips - Triceps Version,chest
Dips - Triceps Version,shoulders
Donkey Calf Raises,calves
Double Kettlebell Windmill,abdominals
Double Kettlebell Windmill,glutes
Double Kettlebell Windmill,hamstrings
Double Kettlebell Windmill,shoulders
Double Kettlebell Windmill,triceps
Double Leg Butt Kick,quadriceps
Double Leg Butt Kick,abductors
Double Leg Butt Kick,adductors
Double Leg Butt Kick,calves
Double Leg Butt Kick,glutes
Double Leg Butt Kick,hamstrings
Dumbbell Bench Press with Neutral Grip,chest
Dumbbell Bench Press with Neutral Grip,shoulders
Dumbbell Bench Press with Neutral Grip,triceps
Dumbbell Clean,hamstrings
Dumbbell Clean,calves
Dumbbell Clean,forearms
Dumbbell Clean,glutes
Dumbbell Clean,lower back
Dumbbell Clean,quadriceps
Dumbbell Clean,shoulders
Dumbbell Clean,traps
Dumbbell Incline Row,middle back
Dumbbell Incline Row,biceps
Dumbbell Incline Row,forearms
Dumbbell Incline Row,lats
Dumbbell Incline Row,shoulders
Dumbbell Lying One-Arm Rear Lateral Raise,shoulders
Dumbbell Lying One-Arm Rear Lateral Raise,middle back
Dumbbell Lying Pronation,forearms
Dumbbell Lying Supination,forearms
Dumbbell One-Arm Shoulder Press,shoulders
Dumbbell One-Arm Shoulder Press,triceps
Dumbbell One-Arm Triceps Extension,triceps
Dumbbell One-Arm Upright Row,shoulders
Dumbbell One-Arm Upright Row,biceps
Dumbbell One-Arm Upright Row,traps
Dumbbell Prone Incline Curl,biceps
Dumbbell Rear Lunge,quadriceps
Dumbbell Rear Lunge,calves
Dumbbell Rear Lunge,glutes
Dumbbell Rear Lunge,hamstrings
Dumbbell Seated One-Leg Calf Raise,calves
Dumbbell Shoulder Press,shoulders
Dumbbell Shoulder Press,triceps
Dumbbell Shrug,traps
Dumbbell Step Ups,quadriceps
Dumbbell Step Ups,calves
Dumbbell Step Ups,glutes
Dumbbell Step Ups,hamstrings
Dynamic Chest Stretch,chest
Dynamic Chest Stretch,middle back
Elbow to Knee,abdominals
Elbows Back,chest
Elbows Back,shoulders
Elevated Back Lunge,quadriceps
Elevated Back Lunge,glutes
Elevated Back Lunge,hamstrings
External Rotation,shoulders
External Rotation with Cable,shoulders
Face Pull,shoulders
Face Pull,middle back
Farmer's Walk,forearms
Farmer's Walk,abdominals
Farmer's Walk,glutes
Farmer's Walk,hamstrings
Farmer's Walk,lower back
Farmer's Walk,quadriceps
Farmer's Walk,traps
Fast Skipping,quadriceps
Fast Skipping,abductors
Fast Skipping,adductors
Fast Skipping,calves
Fast Skipping,glutes
Fast Skipping,hamstrings
Finger Curls,forearms
Flat Bench Cable Flyes,chest
Flat Bench Leg Pull-In,abdominals
Floor Glute-Ham Raise,hamstrings
Floor Glute-Ham Raise,calves
Floor Glute-Ham Raise,glutes
Flutter Kicks,glutes
Flutter Kicks,hamstrings
Freehand Jump Squat,quadriceps
Freehand Jump Squat,calves
Freehand Jump Squat,glutes
Freehand Jump Squat,hamstrings
Frog Sit-Ups,abdominals
Front Barbell Squat,quadriceps
Front Barbell Squat,calves
Front Barbell Squat,glutes
Front Barbell Squat,hamstrings
Front Box Jump,hamstrings
Front Box Jump,abductors
Front Box Jump,adductors
Front Box Jump,calves
Front Box Jump,glutes
Front Box Jump,quadriceps
Front Cable Raise,shoulders
Front Dumbbell Raise,shoulders
Front Incline Dumbbell Raise,shoulders
Front Leg Raises,hamstrings
Front Two-Dumbbell Raise,shoulders
Hamstring Stretch,hamstrings
Handstand Push-Ups,shoulders
Handstand Push-Ups,triceps
Hanging Pike,abdominals
Hip Circles (prone),abductors
Hip Circles (prone),adductors
Hyperextensions (Back Extensions),lower back
Hyperextensions (Back Extensions),glutes
Hyperextensions (Back Extensions),hamstrings
Iliotibial Tract-SMR,abductors
Incline Barbell Triceps Extension,triceps
Incline Barbell Triceps Extension,forearms
Incline Bench Pull,middle back
Incline Bench Pull,lats
Incline Bench Pull,shoulders
Incline Cable Flye,chest
Incline Cable Flye,shoulders
Incline Dumbbell Curl,biceps
Incline Dumbbell Press,chest
Incline Dumbbell Press,shoulders
Incline Dumbbell Press,triceps
Incline Inner Biceps Curl,biceps
Incline Push-Up Close-Grip,triceps
Incline Push-Up Close-Grip,chest
Incline Push-Up Close-Grip,shoulders
Incline Push-Up Medium,chest
Incline Push-Up Medium,abdominals
Incline Push-Up Medium,shoulders
Incline Push-Up Medium,triceps
Incline Push-Up Reverse Grip,chest
Incline Push-Up Reverse Grip,abdominals
Incline Push-Up Reverse Grip,shoulders
Incline Push-Up Reverse Grip,triceps
Incline Push-Up Wide,chest
Incline Push-Up Wide,abdominals
Incline Push-Up Wide,shoulders
Incline Push-Up Wide,triceps
Intermediate Groin Stretch,hamstrings
Inverted Row,middle back
Inverted Row,lats
Iron Cross,shoulders
Iron Cross,chest
Iron Cross,glutes
Iron Cross,hamstrings
Iron Cross,lower back
Iron Cross,quadriceps
Iron Cross,traps
Jackknife Sit-Up,abdominals
"Jogging, Treadmill",quadriceps
"Jogging, Treadmill",glutes
"Jogging, Treadmill",hamstrings
Kettlebell Figure 8,abdominals
Kettlebell Figure 8,hamstrings
Kettlebell Figure 8,shoulders
Kettlebell Pirate Ships,shoulders
Kettlebell Pirate Ships,abdominals
Kettlebell Seesaw Press,shoulders
Kettlebell Seesaw Press,triceps
Kettlebell Sumo High Pull,traps
Kettlebell Sumo High Pull,adductors
Kettlebell Sumo High Pull,glutes
Kettlebell Sumo High Pull,hamstrings
Kettlebell Sumo High Pull,quadriceps
Kettlebell Sumo High Pull,shoulders
Kettlebell Turkish Get-Up (Lunge style),shoulders
Kettlebell Turkish Get-Up (Lunge style),abdominals
Kettlebell Turkish Get-Up (Lunge style),hamstrings
Kettlebell Turkish Get-Up (Lunge style),quadriceps
Kettlebell Turkish Get-Up (Lunge style),triceps
Kettlebell Turkish Get-Up (Squat style),shoulders
Kettlebell Turkish Get-Up (Squat style),abdominals
Kettlebell Turkish Get-Up (Squat style),calves
Kettlebell Turkish Get-Up (Squat style),hamstrings
Kettlebell Turkish Get-Up (Squat style),quadriceps
Kettlebell Turkish Get-Up (Squat style),triceps
Knee/Hip Raise On Parallel Bars,abdominals
Kneeling Cable Crunch With Alternating Oblique Twists,abdominals
Kneeling High Pulley Row,lats
Kneeling High Pulley Row,biceps
Kneeling High Pulley Row,middle back
Kneeling Hip Flexor,quadriceps
Kneeling Hip Flexor,quadriceps
Kneeling Single-Arm High Pulley Row,lats
Kneeling Single-Arm High Pulley Row,biceps
Kneeling Single-Arm High Pulley Row,middle back
Landmine 180's,abdominals
Landmine 180's,glutes
Landmine 180's,lower back
Landmine 180's,shoulders
Lateral Bound,adductors
Lateral Bound,abductors
Lateral Bound,calves
Lateral Bound,glutes
Lateral Bound,hamstrings
Lateral Bound,quadriceps
Lateral Cone Hops,adductors
Lateral Cone Hops,abductors
Lateral Cone Hops,calves
Lateral Cone Hops,glutes
Lateral Cone Hops,hamstrings
Lateral Cone Hops,quadriceps
Latissimus Dorsi-SMR,lats
Leg Lift,glutes
Leg Lift,hamstrings
Leverage Iso Row,lats
Leverage Iso Row,biceps
Leverage Iso Row,middle back
Leverage Shoulder Press,shoulders
Leverage Shoulder Press,triceps
London Bridges,lats
London Bridges,biceps
London Bridges,forearms
London Bridges,middle back
Low Cable Crossover,chest
Low Cable Crossover,shoulders
Low Pulley Row To Neck,shoulders
Low Pulley Row To Neck,biceps
Low Pulley Row To Neck,middle back
Low Pulley Row To Neck,traps
Lower Back-SMR,lower back
Lunge Pass Through,hamstrings
Lunge Pass Through,calves
Lunge Pass Through,glutes
Lunge Pass Through,quadriceps
Lunge Sprint,quadriceps
Lunge Sprint,calves
Lunge Sprint,glutes
Lunge Sprint,hamstrings
Lying Cable Curl,biceps
Lying Cambered Barbell Row,middle back
Lying Cambered Barbell Row,biceps
Lying Cambered Barbell Row,lats
Lying Cambered Barbell Row,traps
Lying Close-Grip Barbell Triceps Extension Behind The Head,triceps
Lying Crossover,abductors
Lying Dumbbell Tricep Extension,triceps
Lying Dumbbell Tricep Extension,chest
Lying Dumbbell Tricep Extension,shoulders
Lying One-Arm Lateral Raise,shoulders
Lying Rear Delt Raise,shoulders
Lying Triceps Press,triceps
Medicine Ball Full Twist,abdominals
Medicine Ball Full Twist,shoulders
Mountain Climbers,quadriceps
Mountain Climbers,chest
Mountain Climbers,hamstrings
Mountain Climbers,shoulders
Narrow Stance Leg Press,quadriceps
Narrow Stance Leg Press,calves
Narrow Stance Leg Press,glutes
Narrow Stance Leg Press,hamstrings
Narrow Stance Squats,quadriceps
Narrow Stance Squats,calves
Narrow Stance Squats,glutes
Narrow Stance Squats,hamstrings
Narrow Stance Squats,lower back
Oblique Crunches,abdominals
Oblique Crunches - On The Floor,abdominals
One-Arm High-Pulley Cable Side Bends,abdominals
One-Arm Incline Lateral Raise,shoulders
One-Arm Kettlebell Clean,hamstrings
One-Arm Kettlebell Clean,glutes
One-Arm Kettlebell Clean,lower back
One-Arm Kettlebell Clean,shoulders
One-Arm Kettlebell Clean,traps
One-Arm Kettlebell Clean and Jerk,shoulders
One-Arm Kettlebell Push Press,shoulders
One-Arm Kettlebell Push Press,calves
One-Arm Kettlebell Push Press,quadriceps
One-Arm Kettlebell Push Press,triceps
One-Arm Kettlebell Row,middle back
One-Arm Kettlebell Row,biceps
One-Arm Kettlebell Row,lats
One-Arm Kettlebell Snatch,shoulders
One-Arm Kettlebell Snatch,calves
One-Arm Kettlebell Snatch,glutes
One-Arm Kettlebell Snatch,hamstrings
One-Arm Kettlebell Snatch,lower back
One-Arm Kettlebell Snatch,traps
One-Arm Kettlebell Snatch,triceps
One-Arm Kettlebell Swings,hamstrings
One-Arm Kettlebell Swings,calves
One-Arm Kettlebell Swings,glutes
One-Arm Kettlebell Swings,lower back
One-Arm Kettlebell Swings,shoulders
One-Arm Medicine Ball Slam,abdominals
One-Arm Medicine Ball Slam,lats
One-Arm Medicine Ball Slam,shoulders
One-Arm Overhead Kettlebell Squats,quadriceps
One-Arm Overhead Kettlebell Squats,calves
One-Arm Overhead Kettlebell Squats,glutes
One-Arm Overhead Kettlebell Squats,hamstrings
One-Arm Overhead Kettlebell Squats,shoulders
One-Arm Side Deadlift,quadriceps
One-Arm Side Deadlift,abdominals
One-Arm Side Deadlift,calves
One-Arm Side Deadlift,glutes
One-Arm Side Deadlift,hamstrings
One-Arm Side Deadlift,lower back
One-Arm Side Deadlift,traps
One-Arm Side Laterals,shoulders
One-Legged Cable Kickback,glutes
One-Legged Cable Kickback,hamstrings
One Arm Dumbbell Bench Press,chest
One Arm Dumbbell Bench Press,shoulders
One Arm Dumbbell Bench Press,triceps
One Arm Dumbbell Preacher Curl,biceps
One Arm Lat Pulldown,lats
One Arm Lat Pulldown,biceps
One Arm Lat Pulldown,middle back
One Leg Barbell Squat,quadriceps
One Leg Barbell Squat,calves
One Leg Barbell Squat,glutes
One Leg Barbell Squat,hamstrings
Overhead Slam,lats
Overhead Squat,quadriceps
Overhead Squat,abdominals
Overhead Squat,calves
Overhead Squat,glutes
Overhead Squat,hamstrings
Overhead Squat,lower back
Overhead Squat,shoulders
Overhead Squat,triceps
Palms-Down Wrist Curl Over A Bench,forearms
Palms-Up Barbell Wrist Curl Over A Bench,forearms
Physioball Hip Bridge,glutes
Physioball Hip Bridge,hamstrings
Piriformis-SMR,glutes
Plank,abdominals
Platform Hamstring Slides,hamstrings
Platform Hamstring Slides,glutes
Plie Dumbbell Squat,quadriceps
Plie Dumbbell Squat,abdominals
Plie Dumbbell Squat,calves
Plie Dumbbell Squat,glutes
Plie Dumbbell Squat,hamstrings
Plyo Kettlebell Pushups,chest
Plyo Kettlebell Pushups,shoulders
Plyo Kettlebell Pushups,triceps
Power Jerk,quadriceps
Power Jerk,abdominals
Power Jerk,calves
Power Jerk,glutes
Power Jerk,hamstrings
Power Jerk,shoulders
Power Jerk,triceps
Press Sit-Up,abdominals
Press Sit-Up,chest
Press Sit-Up,shoulders
Press Sit-Up,triceps
Prowler Sprint,hamstrings
Prowler Sprint,calves
Prowler Sprint,chest
Prowler Sprint,glutes
Prowler Sprint,quadriceps
Prowler Sprint,shoulders
Push-Ups With Feet Elevated,chest
Push-Ups With Feet Elevated,shoulders
Push-Ups With Feet Elevated,triceps
Push Press,shoulders
Push Press,quadriceps
Push Press,triceps
Push Press - Behind the Neck,shoulders
Push Press - Behind the Neck,calves
Push Press - Behind the Neck,quadriceps
Push Press - Behind the Neck,triceps
Pushups (Close and Wide Hand Positions),chest
Pushups (Close and Wide Hand Positions),shoulders
Pushups (Close and Wide Hand Positions),triceps
Quad Stretch,quadriceps
Quadriceps-SMR,quadriceps
Rack Pulls,lower back
Rack Pulls,forearms
Rack Pulls,glutes
Rack Pulls,hamstrings
Rack Pulls,traps
Reverse Band Box Squat,quadriceps
Reverse Band Box Squat,abductors
Reverse Band Box Squat,adductors
Reverse Band Box Squat,calves
Reverse Band Box Squat,forearms
Reverse Band Box Squat,glutes
Reverse Band Box Squat,hamstrings
Reverse Band Box Squat,lower back
Reverse Barbell Curl,biceps
Reverse Barbell Curl,forearms
Reverse Flyes,shoulders
Reverse Grip Bent-Over Rows,middle back
Reverse Grip Bent-Over Rows,biceps
Reverse Grip Bent-Over Rows,lats
Reverse Grip Bent-Over Rows,shoulders
Reverse Triceps Bench Press,triceps
Reverse Triceps Bench Press,chest
Reverse Triceps Bench Press,shoulders
Rhomboids-SMR,middle back
Rhomboids-SMR,traps
Ring Dips,triceps
Ring Dips,chest
Ring Dips,shoulders
Rope Jumping,quadriceps
Rope Jumping,calves
Rope Jumping,hamstrings
Rope Straight-Arm Pulldown,lats
Round The World Shoulder Stretch,shoulders
Round The World Shoulder Stretch,biceps
Round The World Shoulder Stretch,chest
"Rowing, Stationary",quadriceps
"Rowing, Stationary",biceps
"Rowing, Stationary",calves
"Rowing, Stationary",glutes
"Rowing, Stationary",hamstrings
"Rowing, Stationary",lower back
"Rowing, Stationary",middle back
"Running, Treadmill",quadriceps
"Running, Treadmill",calves
"Running, Treadmill",glutes
"Running, Treadmill",hamstrings
Seated Barbell Military Press,shoulders
Seated Barbell Military Press,triceps
Seated Barbell Twist,abdominals
Seated Bent-Over Rear Delt Raise,shoulders
Seated Dumbbell Curl,biceps
Seated Dumbbell Palms-Down Wrist Curl,forearms
Seated Flat Bench Leg Pull-In,abdominals
Seated Floor Hamstring Stretch,hamstrings
Seated Floor Hamstring Stretch,calves
Seated Leg Tucks,abdominals
Seated One-arm Cable Pulley Rows,middle back
Seated One-arm Cable Pulley Rows,biceps
Seated One-arm Cable Pulley Rows,lats
Seated One-arm Cable Pulley Rows,traps
Seated Palm-Up Barbell Wrist Curl,forearms
Seated Palms-Down Barbell Wrist Curl,forearms
Shoulder Stretch,shoulders
Side Laterals to Front Raise,shoulders
Side Laterals to Front Raise,traps
Side to Side Box Shuffle,quadriceps
Side to Side Box Shuffle,abductors
Side to Side Box Shuffle,adductors
Side to Side Box Shuffle,calves
Side to Side Box Shuffle,hamstrings
Single-Arm Cable Crossover,chest
Single-Arm Linear Jammer,shoulders
Single-Arm Linear Jammer,chest
Single-Arm Linear Jammer,triceps
Single-Leg High Box Squat,quadriceps
Single-Leg High Box Squat,glutes
Single-Leg High Box Squat,hamstrings
Single-Leg Leg Extension,quadriceps
Single Dumbbell Raise,shoulders
Single Dumbbell Raise,forearms
Single Dumbbell Raise,traps
Single Leg Butt Kick,quadriceps
Single Leg Butt Kick,calves
Single Leg Butt Kick,hamstrings
Single Leg Glute Bridge,glutes
Single Leg Glute Bridge,hamstrings
Sledgehammer Swings,abdominals
Sledgehammer Swings,calves
Sledgehammer Swings,forearms
Sledgehammer Swings,lats
Sledgehammer Swings,middle back
Sledgehammer Swings,shoulders
Smith Machine Behind the Back Shrug,traps
Smith Machine Behind the Back Shrug,shoulders
Smith Machine Bent Over Row,middle back
Smith Machine Bent Over Row,biceps
Smith Machine Bent Over Row,lats
Smith Machine Bent Over Row,shoulders
Smith Machine Hang Power Clean,hamstrings
Smith Machine Hang Power Clean,glutes
Smith Machine Hang Power Clean,lower back
Smith Machine Hang Power Clean,quadriceps
Smith Machine Hang Power Clean,shoulders
Smith Machine Hang Power Clean,traps
Smith Machine Hip Raise,abdominals
Smith Machine One-Arm Upright Row,shoulders
Smith Machine One-Arm Upright Row,biceps
Smith Machine One-Arm Upright Row,traps
Smith Machine Overhead Shoulder Press,shoulders
Smith Machine Overhead Shoulder Press,triceps
Smith Machine Squat,quadriceps
Smith Machine Squat,calves
Smith Machine Squat,glutes
Smith Machine Squat,hamstrings
Smith Machine Squat,lower back
Smith Single-Leg Split Squat,quadriceps
Smith Single-Leg Split Squat,calves
Smith Single-Leg Split Squat,glutes
Smith Single-Leg Split Squat,hamstrings
Snatch,quadriceps
Snatch,biceps
Snatch,glutes
Snatch,hamstrings
Snatch,lower back
Snatch,shoulders
Snatch,traps
Snatch,triceps
Speed Band Overhead Triceps,triceps
Speed Squats,quadriceps
Speed Squats,calves
Speed Squats,glutes
Speed Squats,hamstrings
Speed Squats,lower back
Spell Caster,abdominals
Spell Caster,glutes
Spell Caster,shoulders
Spider Curl,biceps
Split Squats,hamstrings
Split Squats,calves
Split Squats,glutes
Split Squats,quadriceps
Squat with Plate Movers,quadriceps
Squat with Plate Movers,abductors
Squat with Plate Movers,adductors
Squat with Plate Movers,calves
Squat with Plate Movers,glutes
Squat with Plate Movers,hamstrings
Standing Alternating Dumbbell Press,shoulders
Standing Alternating Dumbbell Press,triceps
Standing Bent-Over Two-Arm Dumbbell Triceps Extension,triceps
Standing Cable Lift,abdominals
Standing Cable Lift,shoulders
Standing Dumbbell Press,shoulders
Standing Dumbbell Press,triceps
Standing Dumbbell Straight-Arm Front Delt Raise Above Head,shoulders
Standing Front Barbell Raise Over Head,shoulders
Standing Lateral Stretch,abdominals
Standing Long Jump,quadriceps
Standing Long Jump,calves
Standing Long Jump,glutes
Standing Long Jump,hamstrings
Standing Low-Pulley One-Arm Triceps Extension,triceps
Standing Low-Pulley One-Arm Triceps Extension,chest
Standing Low-Pulley One-Arm Triceps Extension,shoulders
Standing Military Press,shoulders
Standing Military Press,triceps
Standing One-Arm Dumbbell Curl Over Incline Bench,biceps
Standing One-Arm Dumbbell Triceps Extension,triceps
Standing One-Arm Dumbbell Triceps Extension,chest
Standing One-Arm Dumbbell Triceps Extension,shoulders
Standing Overhead Barbell Triceps Extension,triceps
Standing Overhead Barbell Triceps Extension,shoulders
Standing Palm-In One-Arm Dumbbell Press,shoulders
Standing Palm-In One-Arm Dumbbell Press,triceps
Standing Palms-In Dumbbell Press,shoulders
Standing Palms-In Dumbbell Press,triceps
Standing Palms-Up Barbell Behind The Back Wrist Curl,forearms
Standing Rope Crunch,abdominals
Standing Toe Touches,hamstrings
Standing Toe Touches,calves
Step Mill,quadriceps
Step Mill,calves
Step Mill,glutes
Step Mill,hamstrings
Stiff-Legged Barbell Deadlift,hamstrings
Stiff-Legged Barbell Deadlift,glutes
Stiff-Legged Barbell Deadlift,lower back
Straight-Arm Dumbbell Pullover,chest
Straight-Arm Dumbbell Pullover,lats
Straight-Arm Dumbbell Pullover,shoulders
Straight-Arm Dumbbell Pullover,triceps
Straight Raises on Incline Bench,shoulders
Straight Raises on Incline Bench,traps
Supine One-Arm Overhead Throw,abdominals
Supine One-Arm Overhead Throw,chest
Supine One-Arm Overhead Throw,lats
Supine One-Arm Overhead Throw,shoulders
Supine Two-Arm Overhead Throw,abdominals
Supine Two-Arm Overhead Throw,chest
Supine Two-Arm Overhead Throw,lats
Supine Two-Arm Overhead Throw,shoulders
Suspended Fallout,abdominals
Suspended Fallout,chest
Suspended Fallout,lower back
Suspended Fallout,shoulders
Torso Rotation,abdominals
Trap Bar Deadlift,quadriceps
Trap Bar Deadlift,glutes
Trap Bar Deadlift,hamstrings
Triceps Overhead Extension with Rope,triceps
Triceps Pushdown - Rope Attachment,triceps
Triceps Pushdown - V-Bar Attachment,triceps
Tuck Crunch,abdominals
Two-Arm Dumbbell Preacher Curl,biceps
Underhand Cable Pulldowns,lats
Underhand Cable Pulldowns,biceps
Underhand Cable Pulldowns,middle back
Underhand Cable Pulldowns,shoulders
Upright Barbell Row,shoulders
Upright Barbell Row,traps
Upright Cable Row,traps
Upright Cable Row,shoulders
V-Bar Pulldown,lats
V-Bar Pulldown,biceps
V-Bar Pulldown,middle back
V-Bar Pulldown,shoulders
V-Bar Pullup,lats
V-Bar Pullup,biceps
V-Bar Pullup,middle back
V-Bar Pullup,shoulders
"Walking, Treadmill",quadriceps
"Walking, Treadmill",calves
"Walking, Treadmill",glutes
"Walking, Treadmill",hamstrings
Weighted Ball Hyperextension,lower back
Weighted Ball Hyperextension,glutes
Weighted Ball Hyperextension,hamstrings
Weighted Ball Hyperextension,middle back
Weighted Pull Ups,lats
Weighted Pull Ups,biceps
Weighted Pull Ups,middle back
Wide-Grip Barbell Bench Press,chest
Wide-Grip Barbell Bench Press,shoulders
Wide-Grip Barbell Bench Press,triceps
Wide-Grip Lat Pulldown,lats
Wide-Grip Lat Pulldown,biceps
Wide-Grip Lat Pulldown,middle back
Wide-Grip Lat Pulldown,shoulders
Wide-Grip Pulldown Behind The Neck,lats
Wide-Grip Pulldown Behind The Neck,biceps
Wide-Grip Pulldown Behind The Neck,middle back
Wide-Grip Pulldown Behind The Neck,shoulders
Wide-Grip Standing Barbell Curl,biceps
Wide Stance Barbell Squat,quadriceps
Wide Stance Barbell Squat,calves
Wide Stance Barbell Squat,glutes
Wide Stance Barbell Squat,hamstrings
Wide Stance Barbell Squat,lower back
Wind Sprints,abdominals
Wrist Rotations with Straight Bar,forearms
Zercher Squats,quadriceps
Zercher Squats,calves
Zercher Squats,glutes
Zercher Squats,hamstrings
Zottman Curl,biceps
Zottman Curl,forearms
Zottman Preacher Curl,biceps
Zottman Preacher Curl,forearms
