exercise_name,equipment_name
Chest Stretch on Stability Ball,exercise ball
Close-Grip Barbell Bench Press,barbell
Close-Grip Dumbbell Press,dumbbell
Close-Grip EZ-Bar Press,barbell
Close-Grip EZ Bar Curl,barbell
Close-Grip Push-Up off of a Dumbbell,bodyweight
Close-Grip Standing Barbell Curl,barbell
Concentration Curls,dumbbell
Cross Body Hammer Curl,dumbbell
Crunch - Legs On Exercise Ball,bodyweight
Dead Bug,bodyweight
Decline EZ Bar Triceps Extension,barbell
Deficit Deadlift,barbell
Depth Jump Leap,other
Dips - Chest Version,other
Dips - Triceps Version,bodyweight
Donkey Calf Raises,other
Double Kettlebell Windmill,kettlebell
Double Leg Butt Kick,bodyweight
Dumbbell Bench Press with Neutral Grip,dumbbell
Dumbbell Clean,dumbbell
Dumbbell Incline Row,dumbbell
Dumbbell Lying One-Arm Rear Lateral Raise,dumbbell
Dumbbell Lying Pronation,dumbbell
Dumbbell Lying Supination,dumbbell
Dumbbell One-Arm Shoulder Press,dumbbell
Dumbbell One-Arm Triceps Extension,dumbbell
Dumbbell One-Arm Upright Row,dumbbell
Dumbbell Prone Incline Curl,dumbbell
Dumbbell Rear Lunge,dumbbell
Dumbbell Seated One-Leg Calf Raise,dumbbell
Dumbbell Shoulder Press,dumbbell
Dumbbell Shrug,dumbbell
Dumbbell Step Ups,dumbbell
Elbow to Knee,bodyweight
Elevated Back Lunge,barbell
External Rotation,dumbbell
External Rotation with Cable,cable
Face Pull,cable
Farmer's Walk,other
Fast Skipping,bodyweight
Finger Curls,barbell
Flat Bench Cable Flyes,cable
Flat Bench Leg Pull-In,bodyweight
Flutter Kicks,bodyweight
Freehand Jump Squat,bodyweight
Frog Sit-Ups,bodyweight
Front Barbell Squat,barbell
Front Box Jump,other
Front Cable Raise,cable
Front Dumbbell Raise,dumbbell
Front Incline Dumbbell Raise,dumbbell
Front Leg Raises,bodyweight
Front Two-Dumbbell Raise,dumbbell
Handstand Push-Ups,bodyweight
Hanging Pike,bodyweight
Hip Circles (prone),bodyweight
Hyperextensions (Back Extensions),other
Iliotibial Tract-SMR,foam roll
Incline Barbell Triceps Extension,barbell
Incline Bench Pull,barbell
Incline Cable Flye,cable
Incline Dumbbell Curl,dumbbell
Incline Dumbbell Press,dumbbell
Incline Inner Biceps Curl,dumbbell
Incline Push-Up Close-Grip,bodyweight
Incline Push-Up Medium,bodyweight
Incline Push-Up Reverse Grip,bodyweight
Incline Push-Up Wide,bodyweight
Intermediate Groin Stretch,other
Iron Cross,dumbbell
Jackknife Sit-Up,bodyweight
"Jogging, Treadmill",machine
Kettlebell Figure 8,kettlebell
Kettlebell Pirate Ships,kettlebell
Kettlebell Seesaw Press,kettlebell
Kettlebell Sumo High Pull,kettlebell
Kettlebell Turkish Get-Up (Lunge style),kettlebell
Kettlebell Turkish Get-Up (Squat style),kettlebell
Knee/Hip Raise On Parallel Bars,other
Kneeling Cable Crunch With Alternating Oblique Twists,cable
Kneeling High Pulley Row,cable
Kneeling Single-Arm High Pulley Row,cable
Landmine 180's,barbell
Lateral Bound,bodyweight
Lateral Cone Hops,other
Latissimus Dorsi-SMR,foam roll
Leg Lift,bodyweight
Leverage Iso Row,machine
Leverage Shoulder Press,machine
London Bridges,other
Low Cable Crossover,cable
Low Pulley Row To Neck,cable
Lower Back-SMR,foam roll
Lunge Pass Through,kettlebell
Lunge Sprint,machine
Lying Cable Curl,cable
Lying Cambered Barbell Row,barbell
Lying Close-Grip Barbell Triceps Extension Behind The Head,barbell
Lying Crossover,bodyweight
Lying Dumbbell Tricep Extension,dumbbell
Lying One-Arm Lateral Raise,dumbbell
Lying Rear Delt Raise,dumbbell
Lying Triceps Press,barbell
Medicine Ball Full Twist,medicine ball
Narrow Stance Leg Press,machine
Narrow Stance Squats,barbell
Oblique Crunches,bodyweight
Oblique Crunches - On The Floor,bodyweight
One-Arm High-Pulley Cable Side Bends,cable
One-Arm Incline Lateral Raise,dumbbell
One-Arm Kettlebell Clean,kettlebell
One-Arm Kettlebell Clean and Jerk,kettlebell
One-Arm Kettlebell Push Press,kettlebell
One-Arm Kettlebell Row,kettlebell
One-Arm Kettlebell Snatch,kettlebell
One-Arm Kettlebell Swings,kettlebell
One-Arm Medicine Ball Slam,medicine ball
One-Arm Overhead Kettlebell Squats,kettlebell
One-Arm Side Deadlift,barbell
One-Arm Side Laterals,dumbbell
One-Legged Cable Kickback,cable
One Arm Dumbbell Bench Press,dumbbell
One Arm Dumbbell Preacher Curl,dumbbell
One Arm Lat Pulldown,cable
One Leg Barbell Squat,barbell
Overhead Slam,medicine ball
Overhead Squat,barbell
Palms-Down Wrist Curl Over A Bench,barbell
Palms-Up Barbell Wrist Curl Over A Bench,barbell
Physioball Hip Bridge,exercise ball
Piriformis-SMR,foam roll
Plank,bodyweight
Platform Hamstring Slides,other
Plie Dumbbell Squat,dumbbell
Plyo Kettlebell Pushups,kettlebell
Power Jerk,barbell
Press Sit-Up,barbell
Prowler Sprint,other
Push-Ups With Feet Elevated,bodyweight
Push Press,barbell
Push Press - Behind the Neck,barbell
Pushups (Close and Wide Hand Positions),bodyweight
Quad Stretch,other
Quadriceps-SMR,foam roll
Rack Pulls,barbell
Reverse Band Box Squat,barbell
Reverse Barbell Curl,barbell
Reverse Flyes,dumbbell
Reverse Grip Bent-Over Rows,barbell
Reverse Triceps Bench Press,barbell
Rhomboids-SMR,foam roll
Ring Dips,other
Rope Jumping,other
Rope Straight-Arm Pulldown,cable
Round The World Shoulder Stretch,other
"Rowing, Stationary",machine
"Running, Treadmill",machine
Seated Barbell Military Press,barbell
Seated Barbell Twist,barbell
Seated Bent-Over Rear Delt Raise,dumbbell
Seated Dumbbell Curl,dumbbell
Seated Dumbbell Palms-Down Wrist Curl,dumbbell
Seated Flat Bench Leg Pull-In,bodyweight
Seated Leg Tucks,bodyweight
Seated One-arm Cable Pulley Rows,cable
Seated Palm-Up Barbell Wrist Curl,barbell
Seated Palms-Down Barbell Wrist Curl,barbell
Side Laterals to Front Raise,dumbbell
Side to Side Box Shuffle,other
Single-Arm Cable Crossover,cable
Single-Arm Linear Jammer,barbell
Single-Leg High Box Squat,other
Single-Leg Leg Extension,machine
Single Dumbbell Raise,dumbbell
Single Leg Butt Kick,bodyweight
Single Leg Glute Bridge,bodyweight
Sledgehammer Swings,other
Smith Machine Behind the Back Shrug,machine
Smith Machine Bent Over Row,machine
Smith Machine Hang Power Clean,machine
Smith Machine Hip Raise,machine
Smith Machine One-Arm Upright Row,machine
Smith Machine Overhead Shoulder Press,machine
Smith Machine Squat,machine
Smith Single-Leg Split Squat,machine
Snatch,barbell
Speed Band Overhead Triceps,resistance band
Speed Squats,barbell
Spell Caster,dumbbell
Spider Curl,barbell
Squat with Plate Movers,barbell
Standing Alternating Dumbbell Press,dumbbell
Standing Bent-Over Two-Arm Dumbbell Triceps Extension,dumbbell
Standing Cable Lift,cable
Standing Dumbbell Press,dumbbell
Standing Dumbbell Straight-Arm Front Delt Raise Above Head,dumbbell
Standing Front Barbell Raise Over Head,barbell
Standing Long Jump,bodyweight
Standing Low-Pulley One-Arm Triceps Extension,cable
Standing Military Press,barbell
Standing One-Arm Dumbbell Curl Over Incline Bench,dumbbell
Standing One-Arm Dumbbell Triceps Extension,dumbbell
Standing Overhead Barbell Triceps Extension,barbell
Standing Palm-In One-Arm Dumbbell Press,dumbbell
Standing Palms-In Dumbbell Press,dumbbell
Standing Palms-Up Barbell Behind The Back Wrist Curl,barbell
Standing Rope Crunch,cable
Step Mill,machine
Stiff-Legged Barbell Deadlift,barbell
Straight-Arm Dumbbell Pullover,dumbbell
Straight Raises on Incline Bench,barbell
Supine One-Arm Overhead Throw,medicine ball
Supine Two-Arm Overhead Throw,medicine ball
Suspended Fallout,other
Torso Rotation,exercise ball
Trap Bar Deadlift,other
Triceps Overhead Extension with Rope,cable
Triceps Pushdown - Rope Attachment,cable
Triceps Pushdown - V-Bar Attachment,cable
Tuck Crunch,bodyweight
Two-Arm Dumbbell Preacher Curl,dumbbell
Underhand Cable Pulldowns,cable
Upright Barbell Row,barbell
Upright Cable Row,cable
V-Bar Pulldown,cable
V-Bar Pullup,bodyweight
"Walking, Treadmill",machine
Weighted Ball Hyperextension,exercise ball
Weighted Pull Ups,other
Wide-Grip Barbell Bench Press,barbell
Wide-Grip Lat Pulldown,cable
Wide-Grip Pulldown Behind The Neck,cable
Wide-Grip Standing Barbell Curl,barbell
Wide Stance Barbell Squat,barbell
Wind Sprints,bodyweight
Wrist Rotations with Straight Bar,barbell
Zercher Squats,barbell
Zottman Curl,dumbbell
Zottman Preacher Curl,dumbbell
